47,48,9,67,67,28,8,39,28,39,39,9,67,67,48,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
47,18,38,8,8,19,38,39,47,49,67,67,67,67,28,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,9,49,8,27,39,67,67,37,7,49,7,67,38,67,67,67,67,67,49,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,47,47,48,48,39,8,39,19,27,39,67,67,28,67,67,67,67,67,8,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
17,19,38,49,49,67,67,37,37,48,9,18,28,67,67,67,67,67,67,8,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,29,19,67,38,49,48,7,67,67,67,67,9,9,38,67,67,67,67,9,67,67,67,39,19,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,49,8,19,19,48,18,39,67,67,67,67,37,37,28,67,67,19,29,49,39,49,18,67,49,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,17,49,28,19,67,67,67,8,17,38,28,38,19,39,67,9,39,67,9,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
49,8,67,67,9,67,67,67,19,28,48,47,29,67,48,27,67,67,67,49,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
49,67,67,48,49,38,29,29,47,67,49,28,27,18,9,48,18,67,67,28,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,28,29,49,67,27,9,49,9,47,19,7,39,8,38,47,67,29,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,39,67,19,19,19,48,19,39,67,19,37,19,67,9,67,8,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
8,67,67,67,9,28,67,67,29,49,28,8,29,29,67,9,67,37,67,67,38,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
8,9,67,67,37,67,67,67,67,37,18,48,67,67,8,67,67,29,28,29,19,48,38,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,28,8,18,67,8,67,67,8,67,67,67,67,18,67,49,19,18,67,8,8,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,27,28,67,18,67,9,48,29,29,17,9,38,37,38,37,29,39,48,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
47,67,37,67,18,67,17,8,67,67,18,19,49,8,27,27,19,38,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,17,38,67,39,38,29,17,38,27,7,29,49,47,28,67,18,47,8,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
49,28,67,9,9,47,27,47,7,49,19,38,8,18,48,29,38,38,67,18,67,67,67,67,67,67,67,67,67,67,49,67,67,67,67,67,67,67,67,67
48,49,9,67,67,67,67,67,67,67,67,67,39,67,67,17,67,38,67,67,19,29,67,67,67,67,67,67,67,48,9,7,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,18,28,48,67,67,38,38,38,19,37,29,27,38,47,19,28,19,38,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,19,67,19,48,27,37,38,67,67,9,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,17,29,7,67,67,67,67,67,67,67,38,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,48,18,27,67,49,28,49,67,67,67,67,38,29,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,38,27,67,67,67,67,67,29,8,38,29,18,38,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
